00:00:00,22,10
00:04:00,10,22
00:05:00,10,22
00:08:00,10,22
00:13:00,22,10
00:15:00,22,10
00:20:00,22,10
00:24:00,10,22
00:25:00,10,22
00:28:00,10,22
00:33:00,22,10
00:35:00,22,10
00:40:00,22,10
00:44:00,10,22
00:45:00,10,22
00:48:00,10,22
00:53:00,22,10
00:54:00,22,10
01:00:00,22,10
01:04:00,10,22
01:05:00,10,22
01:08:00,10,22
01:13:00,22,10
01:14:00,22,10
01:20:00,22,10
01:24:00,10,22
01:25:00,10,22
01:28:00,10,22
01:34:00,22,10
01:40:00,22,10
05:08:00,0,22
05:28:00,10,22
05:30:00,22,10
05:31:00,0,22
05:35:00,10,22
05:41:00,22,10
05:45:00,22,10
05:50:00,10,22
05:54:00,10,22
05:56:00,22,10
06:00:00,22,10
06:05:00,10,22
06:08:00,22,10
06:09:00,10,22
06:15:00,22,10
06:20:00,22,10
06:20:00,10,22
06:21:00,10,22
06:30:00,22,10
06:32:00,22,10
06:33:00,10,22
06:35:00,10,22
06:36:00,10,22
06:44:00,22,10
06:45:00,10,22
06:45:00,22,10
06:46:00,10,22
06:50:00,10,22
06:52:00,10,22
06:54:00,22,10
06:56:00,22,10
06:57:00,10,22
07:00:00,22,10
07:01:00,10,22
07:05:00,10,22
07:08:00,22,10
07:09:00,22,10
07:09:00,10,22
07:15:00,22,10
07:16:00,10,22
07:20:00,22,10
07:20:00,10,22
07:22:00,10,22
07:24:00,22,10
07:30:00,22,10
07:31:00,10,22
07:32:00,22,10
07:34:00,10,22
07:35:00,10,22
07:39:00,22,10
07:44:00,22,10
07:45:00,22,10
07:46:00,10,22
07:46:00,10,22
07:51:00,10,22
07:54:00,22,10
07:56:00,22,10
07:58:00,10,22
08:00:00,22,10
08:01:00,10,22
08:06:00,10,22
08:08:00,22,10
08:09:00,22,10
08:11:00,10,22
08:15:00,22,10
08:17:00,10,22
08:20:00,22,10
08:21:00,10,22
08:23:00,10,22
08:24:00,22,10
08:30:00,0,22
08:30:00,22,10
08:32:00,10,22
08:32:00,22,10
08:35:00,10,22
08:36:00,10,22
08:39:00,22,10
08:44:00,22,10
08:45:00,22,10
08:47:00,10,22
08:47:00,10,22
08:51:00,10,22
08:54:00,22,10
08:56:00,22,10
08:59:00,10,22
09:00:00,22,10
09:02:00,10,22
09:06:00,22,10
09:06:00,10,22
09:08:00,22,10
09:11:00,10,22
09:12:00,22,10
09:13:00,10,22
09:18:00,22,10
09:18:00,10,22
09:20:00,22,10
09:23:00,10,22
09:24:00,22,10
09:26:00,10,22
09:30:00,22,10
09:30:00,10,22
09:32:00,22,10
09:35:00,10,22
09:36:00,22,10
09:39:00,10,22
09:42:00,22,10
09:43:00,10,22
09:44:00,22,10
09:47:00,10,22
09:48:00,22,10
09:51:00,10,22
09:54:00,22,10
09:55:00,10,22
09:56:00,22,10
09:59:00,10,22
10:00:00,22,10
10:03:00,10,22
10:06:00,22,10
10:07:00,22,10
10:07:00,10,22
10:11:00,10,22
10:12:00,22,10
10:15:00,10,22
10:17:00,22,10
10:18:00,22,10
10:19:00,10,22
10:21:00,10,22
10:24:00,22,10
10:27:00,10,22
10:27:00,22,10
10:30:00,22,10
10:31:00,10,22
10:31:00,10,22
10:36:00,22,10
10:37:00,22,10
10:39:00,10,22
10:41:00,10,22
10:42:00,22,10
10:43:00,10,22
10:46:00,22,10
10:48:00,22,10
10:51:00,10,22
10:51:00,10,22
10:54:00,22,10
10:55:00,10,22
10:56:00,22,10
11:00:00,22,10
11:01:00,10,22
11:03:00,10,22
11:06:00,22,10
11:06:00,22,10
11:07:00,10,22
11:11:00,10,22
11:12:00,22,10
11:15:00,10,22
11:16:00,22,10
11:18:00,22,10
11:19:00,10,22
11:21:00,10,22
11:24:00,22,10
11:26:00,22,10
11:27:00,10,22
11:30:00,22,10
11:31:00,10,22
11:31:00,10,22
11:36:00,22,10
11:36:00,22,10
11:39:00,10,22
11:41:00,10,22
11:42:00,22,10
11:43:00,10,22
11:46:00,22,10
11:48:00,22,10
11:51:00,10,22
11:51:00,10,22
11:54:00,22,10
11:55:00,10,22
11:56:00,22,10
12:00:00,22,10
12:01:00,10,22
12:03:00,10,22
12:06:00,22,10
12:06:00,22,10
12:07:00,10,22
12:11:00,10,22
12:12:00,22,10
12:15:00,10,22
12:16:00,22,10
12:18:00,22,10
12:19:00,10,22
12:21:00,10,22
12:24:00,22,10
12:27:00,10,22
12:27:00,22,10
12:30:00,22,10
12:31:00,10,22
12:31:00,10,22
12:36:00,22,10
12:37:00,22,10
12:39:00,10,22
12:41:00,10,22
12:42:00,22,10
12:43:00,10,22
12:47:00,22,10
12:48:00,22,10
12:51:00,10,22
12:51:00,10,22
12:54:00,22,10
12:55:00,10,22
12:57:00,22,10
13:00:00,22,10
13:01:00,10,22
13:03:00,10,22
13:06:00,22,10
13:07:00,22,10
13:07:00,10,22
13:11:00,10,22
13:12:00,22,10
13:15:00,10,22
13:17:00,22,10
13:18:00,22,10
13:19:00,10,22
13:21:00,10,22
13:24:00,22,10
13:27:00,10,22
13:27:00,22,10
13:30:00,22,10
13:31:00,10,22
13:31:00,10,22
13:36:00,22,10
13:37:00,22,10
13:39:00,10,22
13:41:00,10,22
13:42:00,22,10
13:43:00,10,22
13:47:00,22,10
13:48:00,22,10
13:51:00,10,22
13:51:00,10,22
13:54:00,22,10
13:55:00,10,22
13:57:00,22,10
14:00:00,22,10
14:01:00,10,22
14:03:00,10,22
14:06:00,22,10
14:07:00,22,10
14:07:00,10,22
14:11:00,10,22
14:12:00,22,10
14:15:00,10,22
14:17:00,22,10
14:18:00,22,10
14:19:00,10,22
14:21:00,10,22
14:24:00,22,10
14:27:00,10,22
14:27:00,22,10
14:30:00,22,10
14:31:00,10,22
14:31:00,10,22
14:36:00,22,10
14:37:00,22,10
14:39:00,10,22
14:42:00,22,10
14:42:00,10,22
14:43:00,10,22
14:47:00,22,10
14:48:00,22,10
14:51:00,10,22
14:52:00,10,22
14:54:00,22,10
14:55:00,10,22
14:57:00,22,10
15:00:00,22,10
15:02:00,10,22
15:03:00,10,22
15:06:00,22,10
15:07:00,22,10
15:07:00,10,22
15:12:00,10,22
15:12:00,22,10
15:15:00,10,22
15:17:00,22,10
